model,year,transmission,mileage,fuelType,tax,mpg,engineSize,make,price
Fiesta,2017,Manual,12588,Petrol,145.0,65.7,1.0,ford,10260
Fiesta,2017,Manual,23653,Petrol,0.0,65.7,1.0,ford,9770
6 Series,2016,Automatic,19411,Petrol,260.0,37.2,3.0,bmw,21485
Yaris,2016,Automatic,34767,Hybrid,0.0,78.5,1.5,toyota,11795
Superb,2019,Semi-Auto,1967,Petrol,145.0,33.2,2.0,skoda,32300
A Class,2013,Manual,56000,Diesel,20.0,70.6,1.5,mercedes,10950
Scala,2019,Manual,4538,Petrol,150.0,49.6,1.0,skoda,15999
A4,2017,Manual,21225,Diesel,145.0,72.4,2.0,audi,14800
Fiesta,2017,Manual,17164,Petrol,0.0,65.7,1.0,ford,8998
Mokka,2016,Manual,30710,Petrol,200.0,40.9,1.6,vauxhall,9498
Focus,2018,Manual,11457,Petrol,145.0,60.1,1.0,ford,12000
Fiesta,2018,Manual,16379,Petrol,150.0,65.7,1.0,ford,11999
Polo,2020,Manual,1920,Petrol,145.0,48.7,1.0,vw,14990
Aygo,2017,Manual,10407,Petrol,0.0,68.9,1.0,toyota,7995
A3,2020,Automatic,2749,Petrol,145.0,44.1,1.5,audi,24880
Focus,2018,Manual,11132,Petrol,145.0,57.7,1.0,ford,13298
A Class,2016,Manual,39473,Diesel,30.0,62.8,2.1,mercedes,14990
Astra,2013,Manual,42535,Petrol,160.0,44.8,1.6,vauxhall,5691
2 Series,2016,Semi-Auto,37014,Diesel,125.0,57.6,2.0,bmw,16250
Corsa,2016,Manual,41616,Petrol,30.0,54.3,1.4,vauxhall,7210
Tucson,2019,Semi-Auto,3649,Petrol,150.0,36.2,1.6,hyundai,18998
Polo,2019,Manual,8223,Petrol,145.0,52.3,1.0,vw,13450
Corsa,2017,Manual,34298,Petrol,30.0,54.3,1.4,vauxhall,7599
EcoSport,2017,Manual,23618,Petrol,145.0,53.3,1.0,ford,10499
Q5,2018,Automatic,22710,Petrol,150.0,40.4,2.0,audi,29000
Up,2019,Manual,1837,Petrol,145.0,54.3,1.0,vw,10290
Focus,2017,Manual,57517,Diesel,,,1.5,ford,8500
Fiesta,2015,Manual,45000,Petrol,0.0,65.7,1.0,ford,7995
C Class,2019,Semi-Auto,1000,Diesel,,,2.0,mercedes,38289
Corsa,2019,Automatic,6300,Petrol,145.0,40.9,1.4,vauxhall,12684
Focus,2013,Automatic,45194,Petrol,160.0,44.8,1.6,ford,6799
Tucson,2016,Automatic,11472,Diesel,125.0,57.6,1.7,hyundai,15999
GLA Class,2015,Semi-Auto,46073,Diesel,20.0,67.3,2.1,mercedes,16995
Focus,2018,Manual,14668,Petrol,,,1.0,ford,11397
A5,2016,Automatic,53000,Diesel,145.0,56.5,2.0,audi,17695
I20,2019,Manual,7015,Petrol,150.0,46.3,1.2,hyundai,10699
Passat,2017,Semi-Auto,58000,Hybrid,0.0,166.0,1.4,vw,17950
Astra,2020,Manual,20,Petrol,145.0,54.3,1.2,vauxhall,15295
Polo,2017,Semi-Auto,15120,Petrol,20.0,60.1,1.2,vw,12490
Insignia,2019,Manual,20,Diesel,150.0,49.6,2.0,vauxhall,18990
C Class,2019,Semi-Auto,2905,Diesel,,,2.0,mercedes,29299
X5,2019,Semi-Auto,7450,Diesel,145.0,37.7,3.0,bmw,48302
Sharan,2019,Semi-Auto,2500,Petrol,145.0,33.2,1.4,vw,22990
4 Series,2016,Automatic,61688,Diesel,20.0,70.6,2.0,bmw,14389
Golf,2019,Semi-Auto,11407,Petrol,145.0,37.7,2.0,vw,26299
Citigo,2016,Manual,16605,Petrol,20.0,62.8,1.0,skoda,6800
A1,2016,Manual,75189,Diesel,0.0,80.7,1.6,audi,9895
A Class,2018,Automatic,10359,Diesel,145.0,65.7,1.5,mercedes,18799
Corsa,2016,Manual,61860,Diesel,0.0,83.1,1.2,vauxhall,5795
X3,2019,Semi-Auto,8468,Diesel,145.0,54.3,2.0,bmw,33262
Aygo,2016,Manual,14612,Petrol,0.0,69.0,1.0,toyota,7500
Q5,2014,Semi-Auto,38628,Diesel,200.0,47.1,2.0,audi,19950
Golf,2016,Manual,19768,Diesel,0.0,74.3,1.6,vw,13489
Astra,2017,Manual,39562,Petrol,125.0,51.4,1.4,vauxhall,10995
EcoSport,2016,Manual,22399,Petrol,125.0,52.3,1.0,ford,10299
Fiesta,2019,Manual,2583,Petrol,145.0,48.7,1.1,ford,12490
B-MAX,2016,Manual,49132,Diesel,0.0,74.4,1.5,ford,7197
Q5,2019,Automatic,3704,Diesel,150.0,38.2,2.0,audi,34890
Insignia,2016,Manual,28552,Diesel,30.0,62.8,2.0,vauxhall,7795
Q3,2019,Automatic,6000,Diesel,145.0,47.1,2.0,audi,30990
3 Series,2018,Semi-Auto,23000,Diesel,145.0,62.8,2.0,bmw,21495
C Class,2020,Semi-Auto,4501,Diesel,145.0,54.3,1.6,mercedes,28220
Focus,2018,Manual,11382,Petrol,,,1.0,ford,13500
C Class,2019,Automatic,5465,Petrol,,,2.0,mercedes,30516
Aygo,2018,Manual,8660,Petrol,150.0,69.0,1.0,toyota,6995
Octavia,2016,Manual,42687,Petrol,30.0,55.4,1.4,skoda,9999
Ka+,2018,Manual,23800,Petrol,145.0,57.7,1.2,ford,6724
E Class,2017,Semi-Auto,42000,Diesel,145.0,67.3,2.0,mercedes,20282
Corsa,2015,Manual,29983,Petrol,125.0,53.3,1.2,vauxhall,5799
C-HR,2019,Automatic,1970,Hybrid,140.0,57.7,1.8,toyota,26499
Corsa,2018,Automatic,4716,Petrol,145.0,47.9,1.4,vauxhall,11190
Astra,2019,Manual,18240,Petrol,145.0,48.7,1.0,vauxhall,11495
3 Series,2019,Automatic,13136,Petrol,145.0,42.2,2.0,bmw,32888
Up,2019,Manual,4371,Petrol,145.0,55.4,1.0,vw,11495
I10,2016,Manual,53182,Petrol,20.0,60.1,1.0,hyundai,5489
Fabia,2019,Manual,5937,Petrol,145.0,61.4,1.0,skoda,11995
Touran,2017,Manual,12319,Petrol,145.0,49.6,1.4,vw,19798
Focus,2019,Manual,1523,Petrol,,,1.0,ford,18520
Scirocco,2015,Manual,50000,Petrol,300.0,34.9,2.0,vw,14990
Q5,2019,Automatic,11500,Diesel,145.0,56.5,2.0,audi,30991
Golf,2019,Manual,2500,Petrol,145.0,47.1,1.5,vw,18900
Corsa,2014,Manual,35711,Petrol,30.0,55.4,1.0,vauxhall,4998
Fiesta,2017,Manual,9476,Petrol,150.0,47.9,1.6,ford,12991
Focus,2017,Manual,22730,Diesel,,,2.0,ford,16500
1 Series,2019,Manual,5500,Diesel,145.0,68.9,2.0,bmw,15995
Zafira,2017,Manual,10284,Petrol,200.0,41.5,1.4,vauxhall,11990
Ka+,2019,Manual,254,Petrol,145.0,47.9,1.2,ford,11880
Superb,2019,Automatic,7066,Diesel,145.0,62.8,2.0,skoda,23995
Astra,2017,Manual,28000,Petrol,145.0,62.8,1.0,vauxhall,8989
C Class,2016,Automatic,41614,Diesel,,,2.1,mercedes,15999
4 Series,2015,Automatic,21883,Petrol,260.0,37.2,3.0,bmw,21000
Aygo,2018,Manual,7669,Petrol,145.0,56.5,1.0,toyota,8212
C-MAX,2016,Manual,38839,Diesel,20.0,68.9,1.5,ford,9491
Fiesta,2019,Manual,9867,Petrol,145.0,58.9,1.0,ford,15995
Zafira,2015,Manual,23389,Petrol,205.0,43.0,1.4,vauxhall,8995
Focus,2016,Manual,20786,Petrol,20.0,61.4,1.0,ford,9698
Tucson,2019,Semi-Auto,3050,Petrol,150.0,35.8,1.6,hyundai,23495
C Class,2016,Semi-Auto,40620,Diesel,,,1.6,mercedes,14500
Auris,2019,Automatic,11928,Hybrid,135.0,68.8,1.8,toyota,15814
Astra,2016,Manual,72317,Diesel,0.0,83.1,1.6,vauxhall,7682
Golf,2015,Manual,63372,Diesel,0.0,74.3,1.6,vw,8998
Mondeo,2016,Automatic,27199,Petrol,240.0,38.2,2.0,ford,14299
Mokka X,2018,Manual,15450,Petrol,145.0,39.2,1.4,vauxhall,12400
Fiesta,2018,Manual,7722,Petrol,145.0,40.3,1.5,ford,15900
A1,2014,Manual,51808,Diesel,0.0,74.3,1.6,audi,10995
Tiguan,2019,Automatic,2870,Diesel,145.0,45.6,2.0,vw,26790
Corsa,2019,Automatic,18001,Petrol,145.0,39.8,1.4,vauxhall,12000
Arteon,2019,Automatic,2000,Petrol,145.0,32.8,2.0,vw,29999
Focus,2018,Manual,5757,Petrol,,,2.0,ford,20998
Crossland X,2019,Manual,2357,Petrol,145.0,44.8,1.2,vauxhall,11395
Polo,2017,Manual,20000,Petrol,150.0,60.1,1.2,vw,10990
GLC Class,2018,Semi-Auto,10149,Diesel,145.0,56.5,2.1,mercedes,28172
Fiesta,2018,Manual,14085,Petrol,145.0,65.7,1.0,ford,9889
Crossland X,2019,Manual,16802,Petrol,145.0,47.1,1.2,vauxhall,13479
E Class,2017,Automatic,23179,Diesel,145.0,61.4,2.0,mercedes,20300
Fiesta,2018,Manual,29740,Petrol,145.0,65.7,1.0,ford,10500
X1,2016,Semi-Auto,14542,Diesel,125.0,60.1,2.0,bmw,19850
Octavia,2019,Manual,16161,Petrol,145.0,60.1,1.0,skoda,13495
A5,2018,Semi-Auto,14078,Petrol,145.0,45.6,2.0,audi,23998
Crossland X,2019,Manual,6027,Petrol,145.0,47.1,1.2,vauxhall,14799
I20,2017,Automatic,3283,Petrol,160.0,45.6,1.4,hyundai,10700
Q3,2012,Semi-Auto,61000,Diesel,205.0,47.9,2.0,audi,10995
Golf,2019,Manual,4000,Petrol,145.0,47.1,1.5,vw,18995
X1,2011,Automatic,70582,Diesel,200.0,45.6,2.0,bmw,7950
Yaris,2017,Manual,20300,Petrol,30.0,55.0,1.3,toyota,9995
Astra,2019,Manual,4000,Diesel,145.0,72.4,1.6,vauxhall,14501
Fiesta,2014,Semi-Auto,31604,Petrol,145.0,47.9,1.6,ford,7800
C Class,2019,Semi-Auto,3964,Petrol,145.0,44.1,2.0,mercedes,30399
Focus,2019,Manual,6707,Petrol,145.0,60.1,1.0,ford,17450
EcoSport,2019,Manual,3646,Petrol,145.0,51.4,1.0,ford,15529
Touran,2016,Semi-Auto,25957,Diesel,125.0,60.1,2.0,vw,16995
Corsa,2013,Manual,45097,Petrol,125.0,51.4,1.2,vauxhall,4971
5 Series,2011,Automatic,84726,Diesel,145.0,54.3,2.0,bmw,8470
Fiesta,2017,Manual,8519,Petrol,20.0,62.8,1.0,ford,11299
Yaris,2010,Manual,80269,Petrol,30.0,55.4,1.3,toyota,2495
Fiesta,2015,Semi-Auto,25081,Petrol,145.0,47.9,1.6,ford,8498
Polo,2015,Manual,53382,Petrol,20.0,60.1,1.2,vw,7000
Karoq,2019,Automatic,4354,Diesel,145.0,62.8,1.6,skoda,21000
I10,2019,Manual,3269,Petrol,145.0,60.1,1.0,hyundai,8490
Q2,2019,Manual,6612,Diesel,145.0,49.6,1.6,audi,19998
C Class,2017,Automatic,15021,Diesel,,,2.1,mercedes,18865
Fiesta,2017,Manual,33372,Diesel,150.0,85.6,1.5,ford,9241
A3,2016,Manual,33279,Petrol,30.0,60.1,1.4,audi,16298
Grandland X,2019,Manual,5490,Petrol,145.0,44.1,1.2,vauxhall,16780
Yaris,2013,Manual,13331,Petrol,125.0,52.3,1.3,toyota,6295
Kuga,2017,Manual,11443,Diesel,145.0,64.2,1.5,ford,12520
Astra,2019,Manual,10,Petrol,145.0,51.4,1.4,vauxhall,16495
Corsa,2018,Automatic,17000,Petrol,145.0,47.1,1.4,vauxhall,10500
Astra,2017,Semi-Auto,7421,Petrol,125.0,51.4,1.4,vauxhall,11480
GLE Class,2016,Semi-Auto,14149,Diesel,235.0,42.8,3.0,mercedes,30998
Aygo,2018,Manual,6000,Petrol,145.0,56.5,1.0,toyota,9750
2 Series,2019,Semi-Auto,101,Diesel,145.0,67.3,2.0,bmw,21950
Kuga,2017,Manual,6000,Diesel,150.0,64.2,1.5,ford,12995
Golf,2019,Manual,10,Diesel,145.0,62.8,2.0,vw,21995
Mokka,2019,Other,3000,Petrol,145.0,44.8,1.4,vauxhall,13499
Q3,2017,Automatic,31000,Petrol,145.0,47.9,1.4,audi,18350
Fiesta,2013,Manual,31998,Petrol,30.0,54.3,1.2,ford,5720
Viva,2016,Manual,28000,Petrol,20.0,62.8,1.0,vauxhall,6495
2 Series,2014,Automatic,39573,Petrol,260.0,37.2,3.0,bmw,16999
A1,2017,Manual,63000,Diesel,145.0,76.3,1.6,audi,8490
A Class,2018,Manual,14675,Diesel,145.0,68.9,1.5,mercedes,16780
Golf,2017,Automatic,67000,Diesel,145.0,57.7,2.0,vw,17495
Polo,2016,Manual,19767,Petrol,20.0,60.1,1.2,vw,9990
Fiesta,2013,Manual,64256,Petrol,30.0,54.3,1.2,ford,4695
Tucson,2019,Manual,100,Petrol,145.0,34.9,1.6,hyundai,21390
E Class,2009,Automatic,114000,Diesel,235.0,44.1,2.1,mercedes,6999
3 Series,2013,Manual,49102,Diesel,125.0,57.6,2.0,bmw,10170
CL Class,2019,Automatic,4001,Petrol,145.0,40.9,2.0,mercedes,38750
Astra,2020,Manual,10,Petrol,145.0,54.3,1.2,vauxhall,15995
A1,2019,Manual,2348,Petrol,145.0,50.4,1.0,audi,19990
Golf,2016,Manual,21579,Petrol,150.0,47.1,2.0,vw,17998
X1,2019,Automatic,3414,Petrol,145.0,37.7,2.0,bmw,24790
C Class,2019,Automatic,2206,Diesel,,,2.0,mercedes,31499
EcoSport,2019,Manual,2291,Petrol,145.0,52.3,1.0,ford,18995
Mokka,2014,Manual,36803,Petrol,150.0,47.1,1.4,vauxhall,7800
Golf,2019,Semi-Auto,2000,Petrol,145.0,36.2,2.0,vw,37000
Combo Life,2019,Manual,7821,Diesel,145.0,53.3,1.5,vauxhall,16990
A4,2013,Manual,81171,Diesel,125.0,58.9,2.0,audi,11850
EcoSport,2018,Manual,14766,Diesel,150.0,64.2,1.5,ford,15500
Kuga,2018,Manual,12540,Diesel,145.0,47.9,2.0,ford,17500
Polo,2015,Semi-Auto,32016,Petrol,125.0,50.4,1.8,vw,12712
X4,2019,Automatic,9793,Diesel,145.0,42.8,2.0,bmw,38750
Kuga,2015,Manual,43700,Diesel,125.0,60.1,2.0,ford,9500
Focus,2015,Manual,65000,Diesel,0.0,74.3,1.5,ford,8000
Mondeo,2015,Manual,69894,Diesel,20.0,68.9,2.0,ford,9361
I20,2016,Manual,22431,Petrol,30.0,55.4,1.2,hyundai,7900
Up,2018,Semi-Auto,6803,Petrol,145.0,68.9,1.0,vw,10000
Focus,2013,Manual,57029,Petrol,,,1.0,ford,6500
Focus,2018,Manual,28879,Petrol,145.0,60.1,1.0,ford,10500
Fiesta,2009,Manual,73000,Petrol,150.0,49.6,1.2,ford,3000
GLA Class,2019,Manual,18341,Petrol,145.0,40.9,1.6,mercedes,18500
SL CLASS,2017,Automatic,23103,Diesel,30.0,70.6,2.1,mercedes,20745
Polo,2016,Manual,24804,Petrol,20.0,60.1,1.0,vw,8947
3 Series,2017,Semi-Auto,47518,Diesel,160.0,51.4,3.0,bmw,21495
Auris,2018,Automatic,20000,Hybrid,135.0,68.8,1.8,toyota,15450
C-MAX,2013,Manual,27841,Diesel,30.0,61.4,1.6,ford,6270
Yaris,2015,Automatic,8370,Petrol,30.0,55.0,1.3,toyota,10360
GLA Class,2017,Semi-Auto,16639,Diesel,145.0,56.5,2.1,mercedes,20150
Focus,2018,Manual,17299,Diesel,,,1.5,ford,13490
Golf,2016,Semi-Auto,43988,Diesel,30.0,62.8,2.0,vw,16498
3 Series,2014,Semi-Auto,63592,Diesel,125.0,60.1,2.0,bmw,12795
IX20,2011,Manual,22000,Petrol,125.0,50.4,1.4,hyundai,5490
3 Series,2020,Semi-Auto,105,Diesel,145.0,51.4,2.0,bmw,31490
Fabia,2017,Manual,18084,Petrol,20.0,60.1,1.2,skoda,9678
GLC Class,2020,Semi-Auto,1000,Petrol,145.0,31.7,2.0,mercedes,39579
Fiesta,2016,Manual,22856,Diesel,0.0,78.5,1.5,ford,10137
A Class,2017,Semi-Auto,18032,Diesel,145.0,68.9,2.1,mercedes,18999
C Class,2015,Semi-Auto,46155,Diesel,,,2.1,mercedes,16315
4 Series,2016,Automatic,117230,Diesel,30.0,65.7,2.0,bmw,12000
Ka+,2017,Manual,9271,Petrol,145.0,57.7,1.2,ford,7698
Santa Fe,2015,Semi-Auto,41900,Diesel,260.0,41.5,2.2,hyundai,14495
Tucson,2016,Automatic,20025,Diesel,125.0,57.6,1.7,hyundai,15800
Tiguan,2020,Semi-Auto,1000,Diesel,145.0,37.2,1.5,vw,30000
Passat,2016,Manual,119000,Diesel,20.0,70.6,1.6,vw,6992
Polo,2016,Manual,13910,Petrol,20.0,60.1,1.2,vw,10495
Focus,2017,Manual,15750,Petrol,145.0,41.5,2.0,ford,16490
Insignia,2018,Manual,21181,Petrol,145.0,47.1,1.5,vauxhall,14399
1 Series,2010,Manual,93890,Diesel,30.0,62.8,2.0,bmw,3350
Fiesta,2018,Manual,12588,Petrol,145.0,60.1,1.0,ford,11350
C Class,2016,Semi-Auto,20972,Diesel,30.0,64.2,2.1,mercedes,20990
5 Series,2016,Manual,54820,Diesel,125.0,60.1,2.0,bmw,12990
A3,2011,Manual,132000,Diesel,125.0,56.5,2.0,audi,4395
Yaris,2019,Automatic,2999,Petrol,145.0,47.9,1.5,toyota,13299
Q7,2016,Semi-Auto,48322,Diesel,200.0,47.9,3.0,audi,32989
5 Series,2020,Semi-Auto,8,Hybrid,145.0,60.1,2.0,bmw,31450
A Class,2020,Semi-Auto,4000,Hybrid,140.0,1.1,1.3,mercedes,30231
CLA Class,2019,Automatic,13500,Diesel,145.0,51.4,2.1,mercedes,25744
GLC Class,2020,Semi-Auto,9,Petrol,145.0,33.2,2.0,mercedes,37995
GLA Class,2015,Automatic,26619,Diesel,125.0,56.5,2.1,mercedes,15900
Polo,2016,Manual,37000,Petrol,20.0,60.1,1.2,vw,9995
Mokka,2014,Manual,34789,Petrol,205.0,43.5,1.6,vauxhall,7391
Meriva,2016,Manual,69900,Petrol,145.0,47.9,1.4,vauxhall,6110
Tucson,2020,Semi-Auto,6000,Petrol,150.0,36.2,1.6,hyundai,24749
Fiesta,2018,Manual,11704,Petrol,150.0,65.7,1.0,ford,10489
2 Series,2019,Automatic,5141,Petrol,145.0,39.2,1.5,bmw,19750
GLA Class,2015,Semi-Auto,85000,Diesel,30.0,62.8,2.1,mercedes,12980
A Class,2017,Manual,34866,Diesel,150.0,68.9,1.5,mercedes,14500
Focus,2016,Manual,21018,Diesel,0.0,74.3,1.5,ford,10210
Focus,2018,Manual,5467,Petrol,145.0,60.1,1.0,ford,13271
A1,2016,Manual,13501,Petrol,0.0,67.3,1.0,audi,11798
Corsa,2013,Manual,34673,Petrol,125.0,51.4,1.2,vauxhall,6300
Scirocco,2017,Semi-Auto,11436,Diesel,145.0,53.3,2.0,vw,17595
Insignia,2015,Manual,43000,Diesel,20.0,72.4,1.6,vauxhall,8550
A6,2014,Automatic,106420,Diesel,30.0,64.2,2.0,audi,11000
Kuga,2018,Automatic,2139,Petrol,150.0,31.0,1.5,ford,20250
Corsa,2017,Manual,37800,Petrol,30.0,55.4,1.4,vauxhall,6495
Fiesta,2015,Manual,29165,Petrol,0.0,65.7,1.0,ford,7799
Focus,2017,Manual,41600,Diesel,0.0,74.3,1.5,ford,10499
3 Series,2016,Automatic,57851,Diesel,30.0,64.2,2.0,bmw,13795
Karoq,2019,Automatic,4000,Petrol,145.0,41.5,1.5,skoda,25999
C Class,2019,Semi-Auto,2000,Petrol,,,1.5,mercedes,31199
Golf,2017,Manual,18000,Petrol,30.0,53.3,1.4,vw,12950
Mokka X,2019,Manual,14262,Petrol,145.0,39.2,1.4,vauxhall,12495
Arteon,2018,Semi-Auto,26156,Petrol,145.0,47.1,2.0,vw,21182
Superb,2019,Automatic,3721,Petrol,145.0,36.7,1.5,skoda,22474
Superb,2017,Manual,19532,Diesel,150.0,67.3,1.6,skoda,14698
2 Series,2016,Automatic,68945,Diesel,20.0,68.9,1.5,bmw,11999
Astra,2017,Manual,30304,Petrol,145.0,51.4,1.4,vauxhall,8991
C Class,2019,Semi-Auto,7027,Petrol,,,2.0,mercedes,29099
C Class,2019,Semi-Auto,8351,Diesel,145.0,56.5,2.0,mercedes,28825
Fiesta,2018,Manual,9489,Petrol,145.0,65.7,1.0,ford,10000
Rapid,2018,Manual,19050,Petrol,145.0,62.8,1.0,skoda,10990
Kodiaq,2017,Semi-Auto,54441,Petrol,145.0,38.2,2.0,skoda,20210
Ioniq,2017,Automatic,29058,Hybrid,0.0,78.5,1.6,hyundai,15200
4 Series,2018,Automatic,9482,Petrol,145.0,48.7,2.0,bmw,17900
Focus,2019,Manual,11982,Petrol,145.0,49.6,1.0,ford,17691
C Class,2020,Semi-Auto,1000,Diesel,,,1.6,mercedes,32659
1 Series,2019,Automatic,5573,Diesel,145.0,65.7,2.0,bmw,20950
Mokka,2016,Manual,8638,Petrol,200.0,40.9,1.6,vauxhall,9999
Meriva,2016,Manual,28081,Petrol,145.0,47.1,1.4,vauxhall,6232
E Class,2016,Semi-Auto,26550,Diesel,125.0,56.5,2.1,mercedes,19489
C Class,2018,Semi-Auto,38277,Diesel,,,2.1,mercedes,18649
C Class,2019,Automatic,10485,Petrol,145.0,47.1,1.5,mercedes,25950
C Class,2013,Automatic,49000,Petrol,,,1.6,mercedes,8990
B Class,2019,Automatic,5653,Diesel,145.0,55.4,2.0,mercedes,24990
Astra,2019,Manual,15640,Petrol,145.0,51.4,1.4,vauxhall,12998
Kuga,2019,Manual,8913,Petrol,145.0,35.3,1.5,ford,18500
Yeti Outdoor,2017,Manual,21843,Diesel,30.0,62.8,2.0,skoda,12491
Focus,2016,Manual,15440,Diesel,,,2.0,ford,15200
E Class,2020,Automatic,3500,Diesel,145.0,42.8,2.0,mercedes,40900
C Class,2017,Semi-Auto,21516,Diesel,20.0,64.2,2.1,mercedes,17599
CL Class,2017,Automatic,20000,Diesel,145.0,70.6,2.1,mercedes,14990
Mondeo,2018,Manual,23733,Diesel,145.0,47.1,2.0,ford,12999
Tucson,2016,Manual,23190,Diesel,30.0,61.7,1.7,hyundai,13990
C Class,2014,Automatic,32000,Diesel,20.0,64.2,2.1,mercedes,15650
Golf,2017,Manual,32915,Diesel,145.0,60.1,2.0,vw,16600
Fiesta,2016,Manual,39949,Petrol,125.0,54.3,1.2,ford,6250
X3,2017,Automatic,36818,Diesel,145.0,54.3,2.0,bmw,20600
Fiesta,2017,Manual,12068,Petrol,145.0,65.7,1.0,ford,10000
Auris,2014,Automatic,59300,Hybrid,0.0,72.4,1.8,toyota,10500
T-Roc,2018,Manual,10800,Petrol,145.0,55.4,1.0,vw,15752
CLS Class,2018,Semi-Auto,8123,Diesel,145.0,48.7,2.9,mercedes,33990
A1,2016,Manual,25277,Petrol,30.0,55.4,1.4,audi,11510
Golf,2016,Manual,38000,Petrol,30.0,53.3,1.4,vw,11995
Corsa,2020,Manual,10,Petrol,145.0,52.3,1.2,vauxhall,16998
KA,2013,Manual,40000,Petrol,30.0,57.7,1.2,ford,4800
Polo,2018,Automatic,20823,Petrol,145.0,47.9,2.0,vw,16400
2 Series,2017,Automatic,17000,Petrol,125.0,48.7,2.0,bmw,14990
Scala,2019,Automatic,1907,Petrol,145.0,47.1,1.0,skoda,17990
C Class,2019,Semi-Auto,9883,Diesel,145.0,61.4,2.0,mercedes,20999
Golf,2017,Manual,26657,Petrol,30.0,57.6,1.2,vw,9950
A3,2019,Semi-Auto,5665,Diesel,150.0,52.3,1.6,audi,23269
Octavia,2015,Automatic,19487,Petrol,30.0,56.5,1.4,skoda,10995
CC,2015,Manual,83009,Diesel,30.0,60.1,2.0,vw,8337
Prius,2009,Automatic,40954,Hybrid,10.0,65.7,1.5,toyota,5750
3 Series,2019,Automatic,123,Diesel,145.0,47.9,3.0,bmw,37340
Focus,2019,Manual,4287,Diesel,,,1.5,ford,18299
Focus,2007,Manual,78580,Petrol,200.0,42.2,1.4,ford,2495
Golf,2016,Manual,16592,Petrol,30.0,53.3,1.4,vw,12220
Insignia,2015,Automatic,36911,Diesel,165.0,50.4,2.0,vauxhall,8995
Tiguan,2019,Automatic,9253,Diesel,145.0,39.8,2.0,vw,27400
TT,2016,Manual,50403,Petrol,145.0,47.1,1.8,audi,14800
A Class,2016,Automatic,54276,Diesel,20.0,68.9,2.1,mercedes,14500
Rapid,2017,Manual,83,Diesel,150.0,67.3,1.6,skoda,10995
Up,2017,Manual,22000,Petrol,145.0,68.9,1.0,vw,7495
Fiesta,2018,Manual,21191,Petrol,145.0,65.7,1.0,ford,10500
Aygo,2017,Automatic,20868,Other,145.0,67.0,1.0,toyota,8900
Tiguan,2013,Manual,67501,Diesel,150.0,53.3,2.0,vw,8498
GLC Class,2019,Automatic,10334,Diesel,150.0,41.5,2.1,mercedes,31990
C Class,2019,Automatic,5904,Diesel,,,2.0,mercedes,28990
B Class,2018,Semi-Auto,6500,Petrol,150.0,51.4,1.6,mercedes,17495
Aygo,2018,Manual,8951,Petrol,145.0,68.9,1.0,toyota,9395
Focus,2018,Manual,6833,Petrol,,,2.0,ford,20991
C Class,2018,Semi-Auto,12491,Diesel,145.0,65.7,2.1,mercedes,27498
A4,2016,Automatic,54000,Diesel,0.0,72.4,2.0,audi,11490
Karoq,2018,Manual,22717,Petrol,145.0,52.3,1.5,skoda,19625
Golf,2016,Manual,33053,Petrol,30.0,53.3,1.4,vw,12491
Golf,2016,Manual,34628,Petrol,30.0,53.3,1.4,vw,12392
Focus,2017,Manual,24161,Petrol,145.0,61.4,1.0,ford,10795
Golf,2019,Semi-Auto,15,Diesel,145.0,54.3,1.6,vw,21998
C Class,2018,Semi-Auto,2240,Petrol,,,2.0,mercedes,25891
I10,2014,Manual,40248,Petrol,20.0,60.1,1.0,hyundai,5644
C Class,2016,Automatic,41899,Diesel,,,2.1,mercedes,15400
Fabia,2015,Automatic,52258,Diesel,0.0,78.5,1.4,skoda,7389
Insignia,2018,Manual,9210,Petrol,145.0,50.4,1.5,vauxhall,15990
Golf,2016,Manual,25360,Diesel,20.0,67.3,2.0,vw,16298
Grandland X,2018,Manual,4800,Petrol,145.0,55.4,1.2,vauxhall,16991
Amarok,2017,Automatic,51214,Diesel,260.0,36.2,3.0,vw,23990
E Class,2017,Semi-Auto,43232,Diesel,145.0,65.7,2.0,mercedes,20999
GLE Class,2019,Automatic,1795,Diesel,145.0,36.7,2.0,mercedes,55491
I10,2017,Manual,25203,Petrol,30.0,57.7,1.2,hyundai,7495
C Class,2004,Automatic,118000,Diesel,,,2.2,mercedes,1780
Focus,2017,Manual,46604,Petrol,,,2.0,ford,15991
Amarok,2019,Automatic,19841,Diesel,265.0,33.6,3.0,vw,27990
Tucson,2016,Manual,49029,Diesel,30.0,61.7,1.7,hyundai,11950
GLA Class,2016,Semi-Auto,26554,Diesel,125.0,56.5,2.1,mercedes,19999
Kuga,2019,Manual,15281,Diesel,145.0,38.2,2.0,ford,17849
3 Series,2017,Automatic,24536,Petrol,145.0,48.7,2.0,bmw,17541
Tucson,2017,Manual,26685,Diesel,30.0,61.7,1.7,hyundai,13000
Fabia,2019,Manual,2601,Petrol,145.0,50.4,1.0,skoda,13995
Focus,2018,Manual,11258,Petrol,,,2.0,ford,18999
Astra,2016,Semi-Auto,26643,Diesel,125.0,61.4,1.6,vauxhall,10508
Fiesta,2016,Manual,37942,Diesel,0.0,78.5,1.5,ford,8691
Yaris,2019,Automatic,6000,Petrol,145.0,47.9,1.5,toyota,12495
Focus,2017,Manual,13081,Petrol,150.0,41.5,2.0,ford,17900
Superb,2017,Manual,33804,Diesel,145.0,68.9,2.0,skoda,15250
